text,labels
"In the course of such assessment m the trustee, all exemptions, deductions, abatements and refunds will be required to be given as the beneficiary would have been entitled to in case of direct assessment.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Beaumont, C. J., also observed in Chandu Lal Vadilal v. Government of Bombay ILR 1943 Bom 128: (AIR 1943 Bom 138): 
 'One must construe Section 80 with some regard to common sense and to the object with which it appears to have been passed. ..... .'""  
 40.","['B_JUDGE', 'O', 'O', 'O', 'O', 'O', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"As per section 2(a) of the I.D. Act Central Government is the appropriate authority for industry established by Central Government and hence State Government has no juruisdiction to send dispute if it pertain to industry established by Central Government.  
15.","['O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'B_STATUTE', 'I_STATUTE', 'B_ORG', 'I_ORG', 'I_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'O', 'O']"
"He refers to a Full Bench decision of the Supreme Court in Rajvi Amar Singh v. State of Rajasthan, , wherein the following pertinent observations occur in para 16 of the judgment at p. 230.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_COURT', 'I_COURT', 'I_COURT', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"But once the statute prescribes the minimum penalty without giving any discretion in favour of the adjudicating authority, then one has to go by the provisions of the Act.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"This request of the petitioner-respondent Laxmichand has been accepted by the learned single Judge vide his order dated April 5, 1990.","['O', 'O', 'O', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_DATE', 'I_DATE', 'I_DATE']"
"The power is wide and, if judiciously and consciously exercised, can take care of almost all the situations where interference by the High Court becomes necessary on account of delay in proceedings or for any other reason amounting to oppression or harassment in any trial, inquiry or proceedings.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The said view of the Apex Court is also followed by this Court in the case of Shaheed Ahmed vs. Shankaranarayan Bhat and another reported in ILR 2008 Kar. 3277. 

 32.","['O', 'O', 'O', 'O', 'O', 'B_COURT', 'I_COURT', 'I_COURT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'O', 'O']"
This suggestion was rejected because it might become necessary in the national interests to send a competent judge to some part of India in spite of his own inclinations.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_GPE', 'I_GPE', 'O', 'O', 'O', 'O', 'O']"
"As per the report, applicant no.1 Manish S/o Harish Rathore of this criminal revision has completed his jail sentence, therefore, he has been released on 01.02.2014.","['O', 'O', 'O', 'O', 'O', 'O', 'B_PETITIONER', 'I_PETITIONER', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_DATE']"
"From the statement of PW-20, it is evident that after getting treatment in civil hospital for two hours, the patient was shifted to Jindal Hospital at 10.30 a.m.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'O', 'O']"
"The word, ""accused"" evidently means a person accused of an offence as defined in the CODE.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"True, Section 10(2) provides that an order passed under Section 10(1) is having the force of law and cannot be called in question in any court of law.","['O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The defendants Nos. 1 and 2 Hem Chandra Dey and Protap Narayan Bose were impleaded on the allegation that they were purporting to act as executors and trustees.,"['O', 'O', 'O', 'O', 'O', 'O', 'B_RESPONDENT', 'I_RESPONDENT', 'I_RESPONDENT', 'I_RESPONDENT', 'B_RESPONDENT', 'I_RESPONDENT', 'I_RESPONDENT', 'I_RESPONDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The said Syed Shami was not examined as a witness before the trial Court in O.S.No.623 of 1985.,"['O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER']"
"Whether as regards the question posed for consideration viz., regarding the maintainability of the former appeal by the insurer challenging the quantum of compensation even after contesting the claim petition without obtaining permission under Section 170 of the M.V.Act, can be answered in the light of the decisions either on point No.(i) or point No.(ii) in Shila Datta's case, is now to be considered.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'B_STATUTE', 'I_STATUTE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'O', 'O', 'O', 'O']"
"For Chidambarams the assessment year was 1945-46 and the chargeable accounting period was from 1st July, 1943, to 30th June, 1944.","['O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_DATE', 'I_DATE', 'I_DATE', 'O', 'B_DATE', 'I_DATE', 'I_DATE']"
"However, Desai, J. added a note saying ""that the contention about locus standi is now of academic interest and I do not propose to deal with it.","['O', 'B_JUDGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The act of the respondent was not only immensely dangerous but cruel and callus also and this act constitutes an offence under Section 304 of IPC.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'B_STATUTE']"
"It is now well settled that though special leave is granted, the discretionary power which vested in the Court at the stage of the special leave petition continues to remain with the Court even at the stage when the appeal comes up for hearing and when both sides are heard on merits in the appeal.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
But that benefit is not available to those Headmasters who are not continuing as oh today as Principals and those Headmasters who were not educationally qualified when relevant rules came into force.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"There remains Appeal No. 302 of 1957, which raises a question of limitation.","['O', 'O', 'B_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'O', 'O', 'O', 'O', 'O', 'O']"
"Accordingly their name will be placed below Shri Gjan Chand and above Shri Kulwant Rai in the proposed seniority list. 

3.Shri S.K. Sen, CB-LKO. 

D/21-10-67 referred to above There is no substance in the representation of Shri Sen.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'O', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON']"
This view was considered so obvious that it was actually conceded by the other side.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The attention of this Court was drawn to the issues framed by the Central Government Industrial Tribunal cum Labour Court, Ahmedabad in CGITA No. 1476 of 2004 which read as under:
 Whether the reference is maintainable? 

 Have the second party union got valid cause of action in this case? 

 ","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'B_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
No important part of any of the dying declarations is demonstrated to be false with reference to other evidence on record.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"After manufacturing the said tyres and tubes, about 10 to 12% of the total manufactured products used to be sold in the State of Haryana either locally or in the course of inter-State trade & commerce or in the course of export outside the country and also sold locally against Declara- tion Form No. ST-15.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_GPE', 'I_GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"That in the year 1998, a massive cyclone hit the coast of Gujarat and caused severe damage to the appellant's property, machineries, equipments etc. at the refinery site.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_GPE', 'I_GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Since, in view of the principle of law, laid down, in the aforesaid authorities, the provisions of Section 50 were Crl.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O']"
"23, He submitted a comparison of the service records of the applicant and the third respondent which clearly discloses that the third respondent has shouldered more sensitive responsibilities and that his work has been acclaimed not only by the State of Karnataka, but also by the neighbouring State of Andhra Pradesh.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_GPE', 'I_GPE']"
"She may apply to the Rent Controller for recovering the immediate possession of ""such premises"".","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In this regard he has relied upon Roop Deol Bajaj Vs. K.P.S. Gill, AIR 1996 SC 309, Samar Singh vs State Cri. Revision 129/2009 passed by Delhi High Court, Shakuntla Devi Vs. Suneet Kumar 1997 Crl. L. J 335 (Del). 

4.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'O', 'B_COURT', 'I_COURT', 'I_COURT', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'O']"
The jurisdiction of the court was questioned only on the ground that as the claim of tenancy put forward by the defendant can be decided only by the Land Tribunal the case can be proceeded with only after reference to and the decision of the Land Tribunal obtained under Section 125 (3) of the Kerala Land Reforms Act.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'B_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE']"
"As discussed above, what we find established from the prosecution evidence is that - (i) Abhinav, injured child witness aged about 5 years (PW-28) was found in a forest on road hundreds kilometres away from his house of Kanpur.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_WITNESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_GPE']"
"Petitioners Uma Shankar and Narender Kumar, claim to be in possession of Shop Nos.10A and 10 in the Wellesly Mess Market and assail the order dated 17.9.96, passed by the Additional District Judge as in C.W.No.3670/96.","['O', 'B_PETITIONER', 'I_PETITIONER', 'I_PETITIONER', 'B_PETITIONER', 'I_PETITIONER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_CASE_NUMBER']"
"The two respondents who are indisputably the owners of a house situate at Vikasnagar in the district of Dehradun the boundaries of which are described at the foot of the plaint, instituted the suit giving rise to the present second appeal, against the State of Uttar Pradesh, the said Hem Chandra Joshi, District Industries Officer Dehradun and K. N. Rai. Foreman.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_GPE', 'I_GPE', 'O', 'O', 'O', 'B_GPE', 'I_GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'O', 'B_GPE', 'I_GPE', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'I_OTHER_PERSON', 'O']"
"In Sevaka Perumal etc. Vs. State of Tamil Nadu, AIR 1991 (SC) 1463, Supreme Court held that :-
 ""In a trial for murder it is not an absolute necessity or an essential ingredient to establish corpus delicti.","['O', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'B_COURT', 'I_COURT', 'I_COURT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In support of his submission, learned counsel for the petitioners has produced a copy of the order dated 29.10.2014 passed in W.P.No.15937/2014.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_DATE', 'I_DATE', 'O', 'B_CASE_NUMBER']"
Rape is serious violation of fundamental right to life of the victim contained in Article 21 of the Constitution and is a crime against basic human right.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'B_STATUTE', 'I_STATUTE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
These particulars supplied by the election-petitioner were in the nature of his supplemental pleading.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The Writ Petition No. 169 of 1999 apparently appears to be misconceived and filed in a hurry without approaching the appropriate authority for the grant of relief in accordance with jail manual applicable in the matter.,"['O', 'B_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"An objection was raised to this execution on the ground that the decree-holders could not proceed against her other properties, as their remedy lay in following the compensation money which could be given by the State of Bihar to the Mortgagor in lieu of the mortgaged property which had vested in the said State.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_GPE', 'I_GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Appeals No. 80-DB, 698-DB & 1046-DB of 2007 -7-  track was coming out posteriorly on the left scapular area. 

6.","['B_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"It is also to be noted that in the ancient authority of Fatawai Alamgiri, it is stated that a woman undergoing Iddat on account of Talak (divorce) is entitled to maintenance and lodging, whether the Talak be revocable or irrevocable, and whether she be pregnant or not.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
But it could be made without any prior permission as was required when S. 47 was there.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O']"
The two Hon‟ble Judges wanted an authoritative pronouncement from a Larger Bench on the question of applicability of the multiplier and whether the inflation was built in the multiplier.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Therefore, Special Case No. 24 of 1982 and Special Case No. 3/83 pending in the Court of Special judge, Greater Bombay Shri R.B. Sule are withdrawn and transferred to the High Court of Bombay with a request to the learned Chief Justice to assign these two cases to a sitting Judge of the High Court.","['O', 'B_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'B_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'O', 'O', 'B_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'B_JUDGE', 'I_JUDGE', 'I_JUDGE', 'O', 'O', 'O', 'O', 'O', 'B_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'I_COURT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In the case of Municipal Corporation of Delhi Vs. Ram Kishan Rohtagi & Ors. [(1998) 1 SCC 1], the Hon'ble Supreme Court had clearly observed that the power under Section 319 Cr.P.C. is really an extraordinary power which is conferred on the court and should be used very sparingly and only if compelling reasons exist for taking cognizance against the other person against whom action has not been taken. 
11.","['O', 'O', 'O', 'O', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'O', 'O', 'B_COURT', 'I_COURT', 'I_COURT', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PROVISION', 'I_PROVISION', 'B_STATUTE', 'I_STATUTE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In support of his argument Mr. Biswas referred to Section 75, sub-section (c) of the Code of Civil Procedure and relied on the decision of the Supreme Court in Padam Sen v. State of Uttar Pradesh, and the subsequent decision of the Supreme Court in Monoharlal Chopra v. Seth Hiralal, .","['O', 'O', 'O', 'O', 'O', 'O', 'B_OTHER_PERSON', 'I_OTHER_PERSON', 'O', 'B_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'I_PROVISION', 'O', 'B_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'I_STATUTE', 'O', 'O', 'O', 'O', 'O', 'O', 'B_COURT', 'I_COURT', 'I_COURT', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'B_COURT', 'I_COURT', 'I_COURT', 'B_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'I_PRECEDENT', 'O']"
"They are :
1. Bajaj Electricals Limited, Bombay. 

2. Crompton Parkinson Ltd., London. 

3. N. V. Philips, Eindhoven (Holland). 

4. General Electric Co. Ltd., London. 

5. Mazda Lamp Co. Ltd., Liecester, England. 

4.","['O', 'O', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'B_GPE', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'B_GPE', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'B_GPE', 'B_GPE', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'B_GPE', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'B_GPE', 'B_GPE', 'O']"
"In W.P.(C) No.18167/2010 the challenge is   against the addition of Elathur, Cheruvannur-Nallalam and Bepur Grama Panchayats to Kozhikode Corporation, in W.P.(C) No.18543/2010 the challenge is against the addition of Cheruvannur-Nallalam Grama Panchayat to Kozhikode Corporation and in W.P.(C) No.19508/2010 the petitioner challenges the addition of Bepur Grama Panchayat to Kozhikode Corporation.","['O', 'B_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_GPE', 'B_GPE', 'I_GPE', 'B_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'B_ORG', 'I_ORG', 'O', 'B_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'B_ORG', 'I_ORG', 'I_ORG', 'O', 'B_CASE_NUMBER', 'I_CASE_NUMBER', 'I_CASE_NUMBER', 'O', 'O', 'O', 'O', 'O', 'B_ORG', 'I_ORG', 'I_ORG', 'I_ORG', 'B_ORG', 'I_ORG']"
"The extraordinary remedies under the Constitution are not intended to enable the claimant to recover monies, the recovery of which by suit is barred by limitation.","['O', 'O', 'O', 'O', 'O', 'B_STATUTE', 'I_STATUTE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
